baseline-timestamp,baseline-diameter_eye_0,baseline-diameter_eye_1,baseline-diameter_binocular,baseline-HR,baseline-RR,Nback_HL-timestamp,Nback_HL-diameter_eye_0,Nback_HL-diameter_eye_1,Nback_HL-diameter_binocular,Nback_HL-HR,Nback_HL-RR,Nback_LL-timestamp,Nback_LL-diameter_eye_0,Nback_LL-diameter_eye_1,Nback_LL-diameter_binocular,Nback_LL-HR,Nback_LL-RR,Nback_ML-timestamp,Nback_ML-diameter_eye_0,Nback_ML-diameter_eye_1,Nback_ML-diameter_binocular,Nback_ML-HR,Nback_ML-RR,VIS_HL-timestamp,VIS_HL-diameter_eye_0,VIS_HL-diameter_eye_1,VIS_HL-diameter_binocular,VIS_HL-HR,VIS_HL-RR,VIS_LL-timestamp,VIS_LL-diameter_eye_0,VIS_LL-diameter_eye_1,VIS_LL-diameter_binocular,VIS_LL-HR,VIS_LL-RR,VIS_ML-timestamp,VIS_ML-diameter_eye_0,VIS_ML-diameter_eye_1,VIS_ML-diameter_binocular,VIS_ML-HR,VIS_ML-RR
0.16,4.513619943068074,,4.513619943068074,,,0.09,3.5574599897392725,,3.5574599897392725,,,0.09,2.856691173089025,6.180927684224793,4.518809428656909,,,0.08,3.4029587835957127,,3.4029587835957127,,,0.1,,3.7476325900700935,3.7476325900700935,,,0.14,7.229400178203075,4.166416720251622,5.697908449227349,,,0.08,,3.2831931749657572,3.2831931749657572,,
0.17,4.558920844626921,112.45242515014877,58.50567299738785,,,0.1,3.5478812027824715,,3.5478812027824715,,,0.1,2.9094978131927567,6.475435133825616,4.692466473509187,,,0.09,3.3200443646052635,,3.3200443646052635,,,0.11,,3.5602777933252727,3.5602777933252727,,,0.15,7.372203304524804,,7.372203304524804,,,0.09,,3.1690061502460942,3.1690061502460942,,
0.2,4.515798121798116,112.9773687463822,58.746583434090155,,,0.1,3.5496918756277718,,3.5496918756277718,,,0.1,2.8967863944314236,6.475435133825616,4.68611076412852,,,0.1,3.326362881510337,,3.326362881510337,,,0.12,,3.745483242634031,3.745483242634031,,,0.16,,4.199181644651929,4.199181644651929,,,0.1,,3.258797656105478,3.258797656105478,,
0.2,4.519845956107166,112.9773687463822,58.74860735124468,,,0.11,3.5466686699173025,,3.5466686699173025,,,0.11,2.8360295403051787,,2.8360295403051787,,,0.1,3.2903262592055733,,3.2903262592055733,,,0.12,,3.7735023898934505,3.7735023898934505,,,0.17,7.1769802739632045,4.105693755193037,5.64133701457812,,,0.1,,3.132359411379452,3.132359411379452,,
0.22,,112.31753340559268,112.31753340559268,,,0.12,3.6491143542186295,,3.6491143542186295,,,0.12,2.8528820133557,,2.8528820133557,,,0.11,3.286808272127518,,3.286808272127518,,,0.13,,3.6443273358958215,3.6443273358958215,,,0.18,7.262060977778027,,7.262060977778027,,,0.11,,3.23021359606297,3.23021359606297,,
0.24,4.544233709148588,,4.544233709148588,,,0.13,3.704344409822397,,3.704344409822397,,,0.13,2.9243428083466085,,2.9243428083466085,,,0.12,3.3610409415610487,,3.3610409415610487,,,0.14,,3.6279165563010136,3.6279165563010136,,,0.19,7.1272723723033025,4.252594941946482,5.689933657124892,,,0.12,,3.2138844814544316,3.2138844814544316,,
0.26,4.580824183119403,,4.580824183119403,,,0.14,3.745887850685471,,3.745887850685471,,,0.14,2.916361664558763,6.415710488847437,4.6660360767031,,,0.13,3.3371896930865037,,3.3371896930865037,,,0.15,,3.680238173664269,3.680238173664269,,,0.2,,4.134385942429536,4.134385942429536,,,0.13,,3.23413798366724,3.23413798366724,,
0.28,4.588666643374418,,4.588666643374418,,,0.15,3.555570398774276,,3.555570398774276,,,0.14,2.9208407462402515,6.415710488847437,4.668275617543844,,,0.14,3.300946959143061,,3.300946959143061,,,0.16,,3.686778632670485,3.686778632670485,,,0.2,,4.192177349596773,4.192177349596773,,,0.14,,3.2743984317256447,3.2743984317256447,,
0.33,4.5744095225391135,,4.5744095225391135,,,0.16,3.587617157237044,,3.587617157237044,,,0.15,2.8759633638653566,,2.8759633638653566,,,0.14,3.2557833285623903,,3.2557833285623903,,,0.16,,3.6385856808998867,3.6385856808998867,,,0.21,7.273853770562623,,7.273853770562623,,,0.14,,3.145370056511368,3.145370056511368,,
0.34,4.532829241264664,,4.532829241264664,,,0.17,3.6104591666541297,,3.6104591666541297,,,0.16,2.9890992733516626,,2.9890992733516626,,,0.15,3.261745002272047,,3.261745002272047,,,0.17,,3.7029418375441887,3.7029418375441887,,,0.22,7.190537193026625,4.0877132252111705,5.639125209118898,,,0.16,,3.2756971384975646,3.2756971384975646,,
0.39,4.57696454964565,,4.57696454964565,,,0.18,3.698569374711111,,3.698569374711111,,,0.17,2.9626463736880706,,2.9626463736880706,,,0.16,3.3108748684790066,,3.3108748684790066,,,0.18,,3.758763177101336,3.758763177101336,,,0.25,,4.121895064902343,4.121895064902343,,,0.16,,3.2429118400982766,3.2429118400982766,,
0.4,4.557897727199092,,4.557897727199092,,,0.18,3.5226127688801414,,3.5226127688801414,,,0.18,2.9093855715195565,6.489100066388342,4.699242818953949,,,0.17,3.3232221174911363,,3.3232221174911363,,,0.19,,3.7507462931408937,3.7507462931408937,,,0.29,,4.189501730409549,4.189501730409549,,,0.17,,3.2422335598346588,3.2422335598346588,,
0.4,4.569339519150328,,4.569339519150328,,,0.19,3.606833782575392,,3.606833782575392,,,0.18,2.9636712579632003,6.509030604943522,4.736350931453361,,,0.18,3.3179007453913987,,3.3179007453913987,,,0.2,,3.694239078095676,3.694239078095676,,,0.3,,4.100813141839733,4.100813141839733,,,0.18,,3.3336735130819886,3.3336735130819886,,
0.41,4.56895114518637,,4.56895114518637,,,0.2,3.456019757777744,4.187482458056808,3.821751107917276,,,0.18,2.9636712579632003,6.489100066388342,4.726385662175771,,,0.18,3.2149672832574,,3.2149672832574,,,0.2,,3.7948322282188833,3.7948322282188833,,,0.35,,4.179357200556208,4.179357200556208,,,0.19,,3.2389245610959674,3.2389245610959674,,
0.43,4.557569502966562,,4.557569502966562,,,0.21,3.457957939517041,,3.457957939517041,,,0.18,2.9093855715195565,6.509030604943522,4.70920808823154,,,0.19,3.2440996935543,,3.2440996935543,,,0.21,,3.7834818016883838,3.7834818016883838,,,0.36,,4.194084916866599,4.194084916866599,,,0.2,,3.31608433473959,3.31608433473959,,
0.44,4.589775666126283,,4.589775666126283,,,0.22,3.4569753627383912,4.074231540780697,3.765603451759544,,,0.19,2.9826854971927883,,2.9826854971927883,,,0.2,3.2873764895954865,,3.2873764895954865,,,0.22,,3.7084923875821927,3.7084923875821927,,,0.37,,4.1943652043445265,4.1943652043445265,,,0.2,,3.298702369953723,3.298702369953723,,
0.45,4.587709940028404,,4.587709940028404,,,0.23,3.531778400554101,,3.531778400554101,,,0.2,2.93940137767169,,2.93940137767169,,,0.21,3.2342812817968696,,3.2342812817968696,,,0.23,,3.793278258354286,3.793278258354286,,,0.38,,4.131260302517695,4.131260302517695,,,0.21,,3.378043795943712,3.378043795943712,,
0.46,4.569003912333166,,4.569003912333166,,,0.24,3.3776973886998984,,3.3776973886998984,,,0.21,2.9699947346841244,,2.9699947346841244,,,0.22,3.2796292645811334,,3.2796292645811334,,,0.25,,3.7538079055676965,3.7538079055676965,,,0.4,,4.102734883198082,4.102734883198082,,,0.22,,3.322314831048169,3.322314831048169,,
0.47,4.596951867795617,,4.596951867795617,,,0.24,3.4784666122577628,,3.4784666122577628,,,0.22,2.965324063689285,,2.965324063689285,,,0.22,3.2580000525426347,,3.2580000525426347,,,0.26,,3.759116580688098,3.759116580688098,,,0.41,,4.114330564477033,4.114330564477033,,,0.23,,3.272343172886357,3.272343172886357,,
0.48,4.566613973592724,,4.566613973592724,,,0.25,3.436197121056761,,3.436197121056761,,,0.22,2.9232990416806004,,2.9232990416806004,,,0.23,3.1894090543255857,,3.1894090543255857,,,0.33,,3.6480237998675262,3.6480237998675262,,,0.43,,4.108822257739743,4.108822257739743,,,0.24,,3.395005642773012,3.395005642773012,,
0.48,4.5929259695175055,,4.5929259695175055,,,0.26,3.506828096710247,,3.506828096710247,,,0.23,2.9386304387510513,,2.9386304387510513,,,0.24,3.227209656442433,,3.227209656442433,,,0.34,,3.731569741276629,3.731569741276629,,,0.44,,4.072621516066685,4.072621516066685,,,0.24,,3.3033946397396283,3.3033946397396283,,
0.49,4.601633773909823,,4.601633773909823,,,0.27,3.543156200600912,,3.543156200600912,,,0.24,3.053916889840315,,3.053916889840315,,,0.25,3.2149067536402516,,3.2149067536402516,,,0.37,,3.6916620730947947,3.6916620730947947,,,0.45,,4.058757503851064,4.058757503851064,,,0.25,,3.3094747190292244,3.3094747190292244,,
0.51,4.561442466753325,,4.561442466753325,,,0.28,3.423841148327611,4.156802807750002,3.7903219780388064,,,0.25,2.9784103876655617,,2.9784103876655617,,,0.26,3.2453182653582937,,3.2453182653582937,,,0.48,,3.7006583192328573,3.7006583192328573,,,0.46,7.2870466829596205,4.12666697564887,5.706856829304245,,,0.26,,3.289278984281246,3.289278984281246,,
0.52,4.587184463312487,,4.587184463312487,,,0.28,3.423841148327611,4.116142254305535,3.769991701316573,,,0.26,3.005499334478314,,3.005499334478314,,,0.26,3.2512459460862084,,3.2512459460862084,,,0.54,,3.7199000859596634,3.7199000859596634,,,0.47,,4.224535942942798,4.224535942942798,,,0.27,,3.2956204632257147,3.2956204632257147,,
0.53,4.58565923822712,,4.58565923822712,,,0.28,3.4412222794192053,4.156802807750002,3.7990125435846034,,,0.26,3.118608452028709,,3.118608452028709,,,0.27,3.2561867618724665,,3.2561867618724665,,,0.54,,3.78101339393465,3.78101339393465,,,0.48,7.456535091874922,4.1250645999432525,5.790799845909087,,,0.28,,3.286205630599925,3.286205630599925,,
0.57,4.544510422734323,,4.544510422734323,,,0.28,3.4412222794192053,4.116142254305535,3.7786822668623703,,,0.27,3.033796161748997,6.496030421300466,4.764913291524731,,,0.28,3.2517951834143064,,3.2517951834143064,,,0.56,,3.6649549319444863,3.6649549319444863,,,0.52,,4.018615617046718,4.018615617046718,,,0.28,,3.2865698156933503,3.2865698156933503,,
0.58,4.5845218521684785,,4.5845218521684785,,,0.29,3.4768249326114824,,3.4768249326114824,,,0.28,2.9747783071548177,,2.9747783071548177,,,0.29,3.2400436350394064,,3.2400436350394064,,,0.58,,3.690814148613877,3.690814148613877,,,0.53,,4.14459408576603,4.14459408576603,,,0.29,,3.3138951133900716,3.3138951133900716,,
0.6,4.5558752290993025,,4.5558752290993025,,,0.3,3.5138405169080498,,3.5138405169080498,,,0.29,3.0744125275187613,,3.0744125275187613,,,0.3,3.2093846502072263,,3.2093846502072263,,,0.63,,3.777281430907952,3.777281430907952,,,0.54,,4.093198600449837,4.093198600449837,,,0.3,,3.3062152816027925,3.3062152816027925,,
0.63,4.543460505225535,,4.543460505225535,,,0.31,3.4760833544111502,4.1134543094648,3.7947688319379753,,,0.3,3.0435053722940397,6.794111787926361,4.9188085801102,,,0.31,3.2365852962927444,,3.2365852962927444,,,0.64,,3.738125430878517,3.738125430878517,,,0.54,,4.1121008878184595,4.1121008878184595,,,0.31,,3.215826310195688,3.215826310195688,,
0.64,4.55846940329715,,4.55846940329715,,,0.32,3.3814455973077084,4.022793931721991,3.70211976451485,,,0.3,3.0435053722940397,6.611705359413911,4.827605365853975,,,0.32,3.2303541158446216,13.195793816127729,8.213073965986176,,,0.72,4.339048783384809,,4.339048783384809,,,0.57,,4.0092320618739,4.0092320618739,,,0.32,,3.2247858050272415,3.2247858050272415,,
0.66,4.558015533373029,,4.558015533373029,,,0.32,3.4209827399183093,4.022793931721991,3.72188833582015,,,0.3,3.0535419806767328,6.794111787926361,4.923826884301547,,,0.32,3.241903931311782,13.195793816127729,8.218848873719756,,,0.73,4.438239177692521,3.412048568494707,3.925143873093614,,,0.58,,4.070362077278285,4.070362077278285,,,0.32,,3.263022696735276,3.263022696735276,,
0.68,4.563771163337291,,4.563771163337291,,,0.33,3.5149090317932887,,3.5149090317932887,,,0.3,3.0535419806767328,6.611705359413911,4.832623670045322,,,0.33,3.2486741418000986,,3.2486741418000986,,,0.74,4.390177245897845,3.4991432183138085,3.944660232105827,,,0.6,,4.081239279889128,4.081239279889128,,,0.33,,3.202832883275588,3.202832883275588,,
0.69,4.535659517543528,,4.535659517543528,,,0.34,3.509473590913865,,3.509473590913865,,,0.31,3.040405825468052,,3.040405825468052,,,0.34,3.3120856572731863,,3.3120856572731863,,,0.74,4.45518220408426,3.4991432183138085,3.9771627111990346,,,0.61,,4.097789496593605,4.097789496593605,,,0.34,5.689902825310409,3.127155488199948,4.408529156755179,,
0.73,4.5378161839376405,,4.5378161839376405,,,0.35,3.4575218680904016,,3.4575218680904016,,,0.32,3.025119179642425,,3.025119179642425,,,0.35,3.2319919763167184,,3.2319919763167184,,,0.75,4.431046844450526,3.543198795535069,3.9871228199927975,,,0.62,7.590973446311307,4.1081474868016965,5.849560466556502,,,0.35,,3.151297922698866,3.151297922698866,,
0.74,4.576511509331919,,4.576511509331919,,,0.36,3.4888555427244428,4.293642212461353,3.891248877592898,,,0.33,3.0643349012819425,6.823656594318702,4.943995747800322,,,0.36,3.2881813094351195,,3.2881813094351195,,,0.76,4.516626374182941,3.5315119617336608,4.0240691679583005,,,0.62,7.590973446311307,4.159373190612272,5.87517331846179,,,0.36,5.739412359970298,3.1292844109725677,4.4343483854714325,,
0.75,4.509146555698012,,4.509146555698012,,,0.36,3.435777563657328,4.293642212461353,3.8647098880593402,,,0.34,3.1443915883574456,,3.1443915883574456,,,0.36,3.36849076950662,,3.36849076950662,,,0.77,4.4268171569256385,3.5856767907147216,4.00624697382018,,,0.63,,4.02236455112036,4.02236455112036,,,0.36,5.739412359970298,3.121785878636684,4.430599119303491,,
0.76,4.555443088210148,,4.555443088210148,,,0.37,3.433985649739654,4.262285368446516,3.848135509093085,,,0.34,3.0999153081719415,,3.0999153081719415,,,0.37,3.2199194139214047,,3.2199194139214047,,,0.78,4.472831429159985,3.5507977802923576,4.011814604726172,,,0.65,,4.114257840164364,4.114257840164364,,,0.36,5.82395083715083,3.1292844109725677,4.476617624061699,,
0.77,4.529688856724285,,4.529688856724285,,,0.38,3.5272866159947074,,3.5272866159947074,,,0.36,3.053097187368844,,3.053097187368844,,,0.38,3.2637338407040843,,3.2637338407040843,,,0.78,4.417556596615882,3.5507977802923576,3.9841771884541197,,,0.66,,4.131653036007478,4.131653036007478,,,0.36,5.82395083715083,3.121785878636684,4.472868357893757,,
0.82,4.548842928621422,,4.548842928621422,,,0.39,3.439400507648335,4.158114019772231,3.798757263710283,,,0.36,3.061936929962525,,3.061936929962525,,,0.39,3.2006222132147637,,3.2006222132147637,,,0.79,4.542843173735844,3.5634760235470937,4.053159598641469,,,0.66,,4.02333142684622,4.02333142684622,,,0.37,,3.0961361737919013,3.0961361737919013,,
0.82,4.532509852134652,,4.532509852134652,,,0.4,3.515108623762145,3.918196139929172,3.7166523818456585,,,0.37,3.0569547733002786,,3.0569547733002786,,,0.4,3.1920755963016303,,3.1920755963016303,,,0.8,4.5049578973430435,,4.5049578973430435,,,0.67,,4.131155114668107,4.131155114668107,,,0.38,,3.137182937459277,3.137182937459277,,
0.83,4.519917457710432,,4.519917457710432,,,0.4,3.472829559112154,3.918196139929172,3.6955128495206626,,,0.38,3.042589557546988,,3.042589557546988,,,0.4,3.2069154266605224,,3.2069154266605224,,,0.81,4.551178318442326,3.5197305259141163,4.035454422178221,,,0.68,,4.090337821954248,4.090337821954248,,,0.39,,3.010191714957068,3.010191714957068,,
0.85,4.507409558302057,,4.507409558302057,,,0.41,3.4342119993242872,,3.4342119993242872,,,0.39,3.151139719667459,,3.151139719667459,,,0.41,3.2205776992675865,,3.2205776992675865,,,0.82,4.543121282985617,3.530354846328557,4.036738064657087,,,0.7,,4.07867564824586,4.07867564824586,,,0.43,,3.2976409423636435,3.2976409423636435,,
0.86,4.50256078655239,,4.50256078655239,,,0.42,3.4731185093876675,4.063330659711759,3.768224584549713,,,0.4,3.0500345952687566,,3.0500345952687566,,,0.42,3.2965339360856327,,3.2965339360856327,,,0.82,4.543121282985617,3.596258179743916,4.069689731364766,,,0.7,,4.03852263102436,4.03852263102436,,,0.44,,3.200682810642577,3.200682810642577,,
0.86,4.442814895207662,,4.442814895207662,,,0.43,3.5453595579153836,,3.5453595579153836,,,0.4,3.037978861397669,,3.037978861397669,,,0.43,3.1951599734156426,,3.1951599734156426,,,0.83,4.546627814235344,,4.546627814235344,,,0.71,,4.12048535312886,4.12048535312886,,,0.44,,3.331996598949299,3.331996598949299,,
0.87,4.564180631587347,,4.564180631587347,,,0.44,3.4180021097632007,4.211269508045329,3.814635808904265,,,0.41,2.9744598467356864,,2.9744598467356864,,,0.44,3.2122840557415024,,3.2122840557415024,,,0.83,4.608427092137727,,4.608427092137727,,,0.72,,4.080145376263064,4.080145376263064,,,0.45,,3.271733068052209,3.271733068052209,,
0.88,4.535882995641011,,4.535882995641011,,,0.44,3.5310160164389273,4.211269508045329,3.871142762242128,,,0.42,2.99355711735869,,2.99355711735869,,,0.44,3.2792359896119683,,3.2792359896119683,,,0.84,4.57967771875944,,4.57967771875944,,,0.73,,4.170931176199231,4.170931176199231,,,0.46,,3.2696349828722564,3.2696349828722564,,
0.89,4.513628346758473,,4.513628346758473,,,0.45,3.4010785365597798,,3.4010785365597798,,,0.43,2.9976408021304035,,2.9976408021304035,,,0.45,3.269402646976647,,3.269402646976647,,,0.85,4.535486299956776,3.736533073253295,4.1360096866050355,,,0.74,,3.928753715499969,3.928753715499969,,,0.47,,3.4059686102824513,3.4059686102824513,,
0.9,4.524039251459987,,4.524039251459987,,,0.46,3.586039749841754,4.23143836183771,3.9087390558397317,,,0.44,2.9854777204875487,,2.9854777204875487,,,0.46,3.2801625426254275,,3.2801625426254275,,,0.86,4.664343779021396,3.6729258287348503,4.168634803878123,,,0.82,6.986178689539039,,6.986178689539039,,,0.48,5.790636444486351,3.31122995388188,4.550933199184115,,
0.9,4.569818709291675,,4.569818709291675,,,0.47,3.431881897557272,,3.431881897557272,,,0.44,2.9825102391437914,,2.9825102391437914,,,0.47,3.2155164593074006,,3.2155164593074006,,,0.86,4.664343779021396,3.7796325143601286,4.221988146690762,,,0.84,6.932961961098548,,6.932961961098548,,,0.48,5.790636444486351,3.3308880590999266,4.560762251793139,,
0.91,4.542786413184579,,4.542786413184579,,,0.48,3.537158654728492,4.322030236257623,3.9295944454930574,,,0.45,3.0578040368562416,6.289294545596716,4.673549291226479,,,0.48,3.193797839498413,,3.193797839498413,,,0.86,4.628298173249151,3.6729258287348503,4.150612000992001,,,0.85,7.266181219036353,,7.266181219036353,,,0.49,,3.4216269051816424,3.4216269051816424,,
0.92,4.556050228815409,,4.556050228815409,,,0.48,3.43404897259072,4.322030236257623,3.8780396044241714,,,0.46,2.970494408399973,,2.970494408399973,,,0.48,3.1949273447396185,,3.1949273447396185,,,0.86,4.628298173249151,3.7796325143601286,4.20396534380464,,,0.86,7.245653736485014,3.8113845436508327,5.528519140067924,,,0.5,,3.44184904434596,3.44184904434596,,
0.93,4.504926845861721,,4.504926845861721,,,0.49,3.660366979164724,,3.660366979164724,,,0.47,2.9157862509286074,,2.9157862509286074,,,0.5,3.239073847441922,,3.239073847441922,,,0.87,4.671015924569095,3.7254148503348965,4.198215387451995,,,0.86,7.301224662639997,3.8113845436508327,5.556304603145414,,,0.51,,3.3653367872026507,3.3653367872026507,,
0.94,4.520860420994165,,4.520860420994165,,,0.51,3.7493073513727904,,3.7493073513727904,,,0.48,2.9282390818164488,,2.9282390818164488,,,0.51,3.146665926718324,,3.146665926718324,,,0.88,5.154938764334732,,5.154938764334732,,,0.87,7.277362306776192,3.858767981067521,5.5680651439218565,,,0.52,,3.401555249918065,3.401555249918065,,
0.95,4.514150679848672,,4.514150679848672,,,0.52,3.8367818283617563,,3.8367818283617563,,,0.48,2.9583851362466413,,2.9583851362466413,,,0.52,3.1124877263759894,,3.1124877263759894,,,0.89,5.21810393771319,,5.21810393771319,,,0.88,7.255209473879246,3.9077993634823267,5.581504418680787,,,0.52,,3.4225804864099247,3.4225804864099247,,
0.96,4.552403380460287,,4.552403380460287,,,0.52,0.8609973899945866,,0.8609973899945866,,,0.49,2.9966070791164823,,2.9966070791164823,,,0.52,3.1826690507352327,,3.1826690507352327,,,0.9,5.199896562935634,3.6971165630641916,4.4485065629999125,,,0.89,7.1895015811244365,,7.1895015811244365,,,0.53,5.720199602330476,3.3653795003156217,4.5427895513230485,,
0.98,4.548475675928652,,4.548475675928652,,,0.53,0.8479170908413229,,0.8479170908413229,,,0.5,3.047801175993404,,3.047801175993404,,,0.53,,12.838314061514735,12.838314061514735,,,0.9,5.1992898721105165,3.6971165630641916,4.448203217587354,,,0.9,7.2613900693727995,3.82212410960672,5.54175708948976,,,0.54,,3.3971598076879608,3.3971598076879608,,
1.0,4.538807983454255,,4.538807983454255,65.0,881.0,0.54,0.7860379954664451,,0.7860379954664451,,,0.51,2.9476357675457354,,2.9476357675457354,,,0.54,3.212398914221957,12.605183496544619,7.908791205383288,,,0.91,5.205874233159287,,5.205874233159287,,,0.9,7.3949957685216114,3.82212410960672,5.608559939064166,,,0.55,,3.4038480749091224,3.4038480749091224,,
1.01,4.519340823247452,,4.519340823247452,,,0.55,0.8068948560578373,,0.8068948560578373,,,0.52,2.9287948650287725,,2.9287948650287725,,,0.55,3.2301077016981457,,3.2301077016981457,,,0.92,5.153111755983017,3.6725408326533695,4.412826294318193,,,0.91,7.316136462236531,,7.316136462236531,,,0.56,,3.415925269599607,3.415925269599607,,
1.02,4.592817873250834,,4.592817873250834,,,0.56,0.8131069832610807,4.246115691871634,2.5296113375663576,,,0.52,2.935584515065308,,2.935584515065308,,,0.56,3.1858688394703703,12.749571705790567,7.967720272630468,,,0.93,5.109429337298535,3.727244004862369,4.418336671080452,,,0.92,7.544953666255219,,7.544953666255219,,,0.56,,3.3689872383232924,3.3689872383232924,,
1.03,4.560433857526586,,4.560433857526586,,,0.56,0.783906493333224,4.246115691871634,2.515011092602429,,,0.53,2.9175796130946168,,2.9175796130946168,,,0.56,3.170356099121573,12.749571705790567,7.95996390245607,,,0.94,5.245312853716683,3.662554938641775,4.45393389617923,,,0.93,7.328068052983652,3.820475208162799,5.574271630573225,,,0.57,,3.3463975730686824,3.3463975730686824,,
1.04,4.513091194943757,,4.513091194943757,,,0.57,0.7847893273098986,,0.7847893273098986,,,0.54,2.906340293669788,,2.906340293669788,,,0.56,3.1858688394703703,13.100299799082967,8.143084319276669,,,0.94,5.245312853716683,3.7244855123653062,4.484899183040994,,,0.94,7.352618515667141,3.891785096958595,5.622201806312868,,,0.58,,3.456181992065374,3.456181992065374,,
1.05,4.5339527429081246,,4.5339527429081246,,,0.58,0.7738437095819563,,0.7738437095819563,,,0.55,2.886857119992835,,2.886857119992835,,,0.56,3.170356099121573,13.100299799082967,8.135327949102269,,,0.94,5.106673130205387,3.662554938641775,4.384614034423581,,,0.94,7.389446528533022,3.891785096958595,5.640615812745809,,,0.59,,3.2997827414697185,3.2997827414697185,,
